2.0,166,71,41,92
3.0,166,69,46,124
4.0,162,65,55,163
5.0,162,57,59,192
6.0,163,18,62,235
7.0,158,5,68,248
8.0,159,0,71,259
9.0,158,0,63,262
10.0,159,0,61,259
11.0,153,0,60,265
12.0,153,0,60,266
13.0,149,8,58,239
14.0,149,20,58,226
15.0,146,18,55,231
16.0,147,16,54,228
17.0,142,22,55,223
18.0,141,21,56,224
19.0,143,28,53,211
20.0,145,33,47,208
21.0,147,41,44,207
22.0,148,42,42,207
23.0,149,38,40,207
24.0,150,37,40,196
25.0,151,46,36,188
26.0,151,47,36,189
27.0,150,45,38,189
28.0,150,44,38,190
29.0,147,55,42,181
30.0,148,51,41,185
31.0,143,39,46,198
32.0,144,28,47,214
33.0,136,13,58,225
34.0,131,14,67,225
35.0,123,15,77,226
36.0,119,8,84,234
37.0,119,0,98,247
38.0,119,0,106,258
39.0,128,0,96,269
40.0,134,0,85,270
41.0,138,0,67,270
42.0,142,0,58,270
43.0,130,0,66,270
44.0,130,0,69,268
45.0,122,0,70,270
46.0,122,0,70,270
47.0,108,0,78,270
48.0,105,0,84,270
49.0,103,0,100,270
50.0,87,0,115,270
51.0,96,0,133,247
52.0,81,0,154,250
53.0,80,0,171,210
54.0,58,0,165,191
55.0,103,0,153,220
56.0,103,0,144,228
57.0,109,0,147,246
58.0,110,0,148,246
59.0,110,0,151,237
60.0,107,0,154,234
61.0,102,0,157,242
62.0,100,0,159,239
63.0,102,0,159,234
64.0,105,0,157,237
65.0,109,0,158,237
66.0,110,0,158,237
67.0,166,0,131,245
68.0,157,0,123,248
69.0,153,0,130,257
70.0,148,0,137,253
71.0,156,0,138,270
72.0,157,0,138,270
73.0,151,0,128,270
74.0,155,0,122,270
75.0,154,0,111,270
76.0,162,0,101,270
77.0,185,0,75,270
78.0,194,0,64,270
79.0,214,51,59,217
80.0,214,49,56,217
81.0,217,51,55,213
82.0,216,50,56,214
83.0,223,54,49,208
84.0,225,57,47,207
85.0,225,64,48,201
86.0,226,67,48,196
87.0,225,72,49,184
88.0,225,83,49,171
89.0,221,82,55,169
90.0,221,82,55,170
91.0,218,87,56,167
92.0,218,87,56,166
93.0,211,86,62,165
94.0,210,85,64,166
95.0,203,56,74,198
96.0,199,34,84,225
97.0,192,0,101,260
98.0,185,0,116,256
99.0,174,0,123,270
100.0,170,0,128,270
101.0,148,0,162,270
102.0,140,0,189,270
103.0,111,0,208,270
104.0,98,0,220,251
105.0,99,0,193,212
106.0,126,0,192,253
107.0,131,0,180,238
108.0,133,0,166,242
109.0,167,10,162,205
110.0,181,15,137,200
111.0,188,0,128,239
112.0,190,0,124,252
113.0,184,0,124,267
114.0,175,0,140,261
115.0,168,0,152,263
116.0,163,0,153,264
117.0,151,0,146,244
118.0,160,0,134,241
119.0,173,0,136,268
120.0,152,0,146,229
121.0,172,0,171,211
122.0,176,0,191,167
123.0,162,0,207,162
124.0,142,0,231,173
125.0,128,0,246,183
126.0,95,0,276,185
127.0,63,0,306,175
128.0,53,0,334,168
129.0,35,0,367,165
130.0,4,0,401,158
131.0,0,0,435,156
132.0,0,0,475,158
133.0,0,0,480,149
134.0,0,0,480,146
135.0,0,0,480,144
136.0,0,0,480,145
137.0,0,0,480,141
138.0,0,0,480,138
139.0,0,0,480,131
140.0,0,0,480,125
141.0,0,0,480,121
142.0,0,0,480,114
143.0,0,0,480,116
144.0,0,0,480,112
145.0,0,0,480,106
146.0,0,0,480,102
147.0,0,3,480,92
148.0,0,8,480,85
149.0,0,6,480,85
150.0,0,7,480,82
151.0,0,6,480,82
152.0,0,8,480,80
153.0,2,9,478,76
154.0,0,9,480,76
155.0,14,8,466,76
156.0,18,7,462,78
157.0,18,6,462,77
158.0,0,5,480,76
159.0,22,6,458,74
160.0,34,3,446,76
161.0,38,3,442,77
162.0,40,4,440,75
163.0,24,3,456,77
164.0,24,1,456,80
165.0,22,1,458,80
166.0,14,1,466,80
167.0,0,0,480,81
168.0,0,2,480,78
169.0,0,0,480,79
170.0,0,0,480,78
171.0,0,0,480,82
172.0,0,0,480,83
173.0,0,0,480,82
174.0,0,0,480,83
175.0,0,0,480,82
176.0,0,0,480,85
177.0,0,0,480,87
178.0,0,0,480,88
179.0,0,0,480,87
180.0,0,0,480,88
181.0,0,0,480,87
182.0,0,0,480,90
183.0,0,0,480,90
184.0,0,0,480,88
185.0,0,0,480,85
186.0,0,0,480,85
187.0,0,0,480,84
188.0,0,0,480,85
189.0,0,0,480,83
190.0,0,0,480,83
191.0,0,0,480,85
192.0,0,0,480,87
193.0,2,0,478,88
194.0,0,0,480,88
195.0,0,0,480,86
196.0,0,0,480,83
197.0,0,0,480,81
198.0,0,0,480,79
199.0,0,0,480,78
200.0,0,0,480,77
201.0,0,0,480,75
202.0,0,0,480,74
203.0,0,0,480,73
204.0,0,0,480,69
205.0,0,0,480,69
206.0,2,0,478,68
207.0,0,0,480,69
208.0,0,0,480,67
