6,0,474,261
0,0,480,266
8,0,472,270
18,0,462,266
0,0,480,268
14,0,466,261
0,0,480,266
0,0,480,270
0,0,480,266
0,0,480,267
0,0,480,257
0,0,480,257
0,0,480,253
0,0,480,245
0,0,480,249
0,0,480,253
0,0,480,253
0,0,480,245
8,0,472,250
2,0,467,248
10,0,463,255
0,0,480,249
14,0,466,251
14,0,461,251
28,0,449,260
37,0,440,251
53,0,422,253
74,0,406,249
84,0,396,255
94,0,386,251
114,0,366,238
126,0,354,215
134,0,346,210
146,0,334,220
162,0,318,221
164,0,316,229
172,0,308,239
200,0,280,237
204,0,276,248
200,0,280,249
121,0,261,270
131,0,219,270
140,0,195,270
144,0,189,270
151,0,161,270
162,0,135,270
172,0,124,270
183,0,115,270
190,0,96,270
194,0,91,270
190,0,99,270
175,0,116,270
169,0,111,270
167,0,115,270
168,0,115,270
172,0,112,270
176,0,110,270
179,0,113,270
177,0,124,270
179,0,130,270
186,0,133,270
178,0,140,270
173,0,151,270
182,0,142,270
190,0,135,266
197,0,125,267
205,0,112,270
206,0,99,268
208,4,88,252
207,3,82,260
211,22,73,244
209,37,68,230
210,52,64,218
207,60,67,207
204,65,70,202
203,72,70,195
203,76,67,188
205,77,61,186
204,89,67,172
205,87,65,173
205,94,65,167
205,99,64,159
206,105,63,151
207,104,62,150
211,100,58,154
207,108,61,149
211,110,58,142
217,99,56,150
218,101,56,151
214,112,60,144
217,105,65,146
220,95,67,159
221,95,69,162
223,93,71,165
224,85,74,174
232,59,74,200
237,53,74,202
238,53,75,204
242,53,73,202
245,60,64,201
249,52,60,211
252,53,58,210
255,47,58,216
260,51,54,207
261,60,52,201
264,73,50,184
269,82,43,176
271,88,42,166
273,90,43,165
273,88,44,165
272,82,45,175
270,82,48,173
268,71,48,185
265,70,48,186
261,71,49,186
256,69,50,191
252,68,49,192
247,67,49,193
243,70,47,196
236,66,49,190
227,81,53,178
218,89,57,169
212,83,60,164
206,74,63,174
200,62,67,185
197,32,71,217
193,22,73,214
191,23,70,216
190,18,67,217
184,20,67,214
180,16,69,212
170,19,77,202
164,20,82,189
161,25,85,166
158,25,87,167
158,19,89,162
165,3,93,169
158,0,100,184
158,0,97,193
143,0,106,205
127,0,120,219
124,0,121,234
119,0,121,241
120,0,124,245
118,0,126,255
113,0,133,261
109,0,141,249
104,0,144,244
103,0,147,243
100,0,151,245
98,0,152,252
98,0,149,216
101,0,138,222
116,0,147,256
126,0,137,259
121,0,132,247
120,0,136,260
123,0,131,245
130,0,122,262
131,0,121,267
132,0,114,270
133,0,107,270
133,0,107,270
136,0,106,270
138,0,111,270
137,0,103,270
139,0,99,270
134,0,105,270
130,0,113,270
130,0,113,270
132,0,116,270
128,0,123,270
124,0,133,270
119,0,137,270
115,0,141,270
115,0,144,270
111,0,145,270
110,0,153,270
108,0,155,270
105,0,154,270
106,0,161,270
102,0,154,270
109,0,151,270
114,0,151,270
113,0,154,270
110,0,164,270
113,0,170,270
105,0,201,270
136,0,180,232
113,0,206,247
138,0,179,236
141,0,166,244
145,1,155,248
141,3,155,245
144,0,161,246
139,0,167,255
140,0,172,250
145,0,175,259
150,0,172,270
161,0,169,270
156,0,175,267
156,0,174,270
148,0,181,270
162,0,182,266
158,0,191,270
155,0,203,270
153,0,214,270
148,0,222,270
146,0,223,250
156,0,211,198
199,0,182,196
166,0,168,233
167,0,140,242
175,0,136,243
163,0,140,244
173,0,170,255
150,0,198,251
123,0,235,223
83,0,280,223
52,0,328,222
18,0,380,218
0,0,430,206
0,0,478,211
0,0,480,212
0,0,480,217
0,0,470,217
0,0,473,218
0,0,472,224
0,0,455,227
0,0,449,228
0,0,449,235
0,0,450,246
0,0,467,240
0,0,470,244
0,0,459,246
0,0,480,235
0,0,480,236
0,0,480,246
0,0,480,239
0,0,480,235
0,0,480,231
0,0,480,231
0,0,480,235
6,0,474,243
0,0,480,249
0,0,480,245
0,0,480,241
20,0,460,230
0,0,480,230
0,0,480,235
0,0,480,230
26,0,454,226
58,0,422,245
96,0,384,241
98,0,382,206
106,0,364,195
127,0,338,186
116,0,351,190
126,0,354,190
110,0,344,191
106,0,301,199
113,0,293,195
110,0,299,186
96,0,317,193
87,0,315,202
83,0,338,198
76,0,349,203
61,0,352,214
51,0,367,217
47,0,369,207
49,0,353,206
73,0,312,216
78,0,286,215
92,0,245,200
129,0,184,181
112,0,198,240
117,0,206,243
105,0,219,246
102,0,222,232
115,0,213,222
122,0,197,216
134,0,174,206
139,0,169,216
146,0,170,217
152,0,153,207
161,0,154,222
169,0,137,207
178,0,139,221
179,0,143,225
186,0,140,232
188,0,140,240
199,0,122,228
215,0,111,233
211,0,110,233
219,0,114,231
215,0,116,230
222,7,121,215
237,5,112,215
243,0,102,212
251,0,99,214
246,0,102,206
245,0,108,207
245,0,119,219
243,1,113,205
248,0,115,214
244,0,118,213
238,0,118,211
237,4,121,212
236,5,114,208
240,20,100,199
249,27,89,195
253,40,78,187
254,36,70,193
253,40,72,197
249,34,75,195
243,29,84,206
234,29,97,209
223,16,110,224
208,5,125,243
197,0,139,253
186,0,144,267
184,0,147,270
168,0,163,270
166,0,165,270
166,2,161,268
163,14,157,256
158,10,149,260
157,20,135,250
149,10,127,260
142,14,117,256
135,12,103,258
126,10,98,260
115,14,100,256
102,6,100,264
89,0,103,270
85,0,101,270
84,0,97,270
79,0,97,270
72,22,97,248
64,16,108,254
51,38,120,232
33,42,134,228
17,38,146,232
27,48,136,222
30,74,137,196
27,84,146,186
25,76,146,194
24,72,144,198
30,72,138,198
44,72,121,198
47,80,109,190
45,58,108,212
45,56,108,214
54,60,100,202
56,59,95,204
64,75,88,187
71,81,78,181
74,77,83,176
76,86,78,167
82,97,77,150
82,106,76,137
98,101,62,134
99,105,60,128
106,108,54,121
107,110,53,118
108,97,63,122
108,98,60,127
106,67,84,146
95,70,92,155
85,54,108,170
83,40,118,185
77,38,130,190
83,36,128,188
71,18,145,202
69,23,148,200
61,18,156,208
63,17,157,209
81,12,140,215
92,13,119,215
97,10,104,216
104,13,90,218
106,9,89,218
106,11,88,217
105,5,98,223
104,8,101,223
86,0,124,235
81,0,140,237
64,0,160,252
56,0,174,251
63,0,188,222
51,0,202,215
43,20,208,172
47,45,212,138
96,44,187,158
126,57,120,136
121,52,127,158
119,46,130,164
122,50,130,164
132,51,119,162
124,33,133,182
130,20,131,194
127,0,151,238
118,0,171,235
103,0,181,249
99,0,186,250
91,0,193,232
93,0,193,229
87,0,174,214
