2.0,390,112,59,155
3.0,388,111,61,156
4.0,386,101,58,165
5.0,383,102,62,166
6.0,381,104,65,168
7.0,380,110,66,167
8.0,377,113,68,164
9.0,376,108,67,158
10.0,373,113,71,160
11.0,371,111,70,163
12.0,368,111,75,165
13.0,364,113,79,164
14.0,361,112,80,155
15.0,357,125,82,146
16.0,353,125,84,138
17.0,347,128,91,135
18.0,348,124,87,137
19.0,344,123,88,133
20.0,345,124,90,134
21.0,340,126,91,129
22.0,335,120,92,131
23.0,332,123,92,127
24.0,330,122,96,125
25.0,335,122,89,127
26.0,332,121,89,123
27.0,328,115,91,127
28.0,325,116,94,123
29.0,321,115,97,130
30.0,320,113,94,133
31.0,315,113,96,131
32.0,319,113,93,133
33.0,317,115,93,133
34.0,316,111,88,138
35.0,316,114,86,134
36.0,317,114,87,135
37.0,317,117,84,131
38.0,317,117,82,132
39.0,315,115,84,133
40.0,313,124,85,124
41.0,313,123,82,121
42.0,312,121,83,123
43.0,312,119,79,125
44.0,311,118,84,124
45.0,307,118,85,129
46.0,308,114,82,130
47.0,306,111,85,145
48.0,306,113,86,149
49.0,308,116,83,142
50.0,302,112,86,138
51.0,299,113,87,136
52.0,298,120,85,129
53.0,302,119,83,122
54.0,300,118,78,123
55.0,300,115,82,118
56.0,293,120,87,114
57.0,298,116,87,120
58.0,297,118,86,113
59.0,296,115,86,110
60.0,296,119,83,107
61.0,296,120,78,113
62.0,296,120,81,111
63.0,298,122,79,118
64.0,298,121,77,122
65.0,296,124,77,114
66.0,296,121,76,120
67.0,293,116,80,128
68.0,296,119,77,128
69.0,296,127,72,121
70.0,294,125,72,118
71.0,297,128,66,110
72.0,297,121,65,111
73.0,299,128,63,107
74.0,303,127,62,94
75.0,300,131,60,96
76.0,300,128,61,95
77.0,301,127,60,102
78.0,302,131,57,99
79.0,302,132,57,95
80.0,305,131,54,88
81.0,307,137,50,86
82.0,309,137,50,79
83.0,309,137,53,79
84.0,309,137,51,76
85.0,307,140,52,78
86.0,307,137,50,73
87.0,307,136,52,77
88.0,309,137,48,82
89.0,310,138,46,80
90.0,310,139,47,81
91.0,309,137,48,83
92.0,310,134,49,88
93.0,311,131,51,89
94.0,317,129,49,87
95.0,311,129,50,89
96.0,311,129,53,85
97.0,313,127,51,97
98.0,308,125,56,103
99.0,305,129,58,104
100.0,306,123,63,113
101.0,304,125,65,116
102.0,307,124,64,118
103.0,303,117,69,135
104.0,304,118,70,129
105.0,306,121,69,131
106.0,304,120,68,130
107.0,303,120,72,138
108.0,303,122,73,140
109.0,302,115,75,137
110.0,305,123,75,135
111.0,303,119,75,131
112.0,303,126,71,123
113.0,306,121,71,123
114.0,306,126,72,130
115.0,304,118,74,143
116.0,306,122,72,140
117.0,305,120,75,130
118.0,301,119,79,138
119.0,305,124,74,127
120.0,313,133,61,106
121.0,315,130,61,102
122.0,316,139,55,81
123.0,319,142,49,74
124.0,315,137,57,81
125.0,320,146,50,77
126.0,321,141,46,70
127.0,322,136,46,75
128.0,324,141,43,76
129.0,322,142,46,71
130.0,324,141,43,73
131.0,325,140,41,72
132.0,325,142,41,68
133.0,325,146,43,63
134.0,325,144,41,64
135.0,323,141,47,63
136.0,324,144,44,63
137.0,326,137,42,71
138.0,326,143,41,68
139.0,324,132,54,87
140.0,323,139,46,76
141.0,327,128,49,101
142.0,325,135,44,88
143.0,328,127,47,104
144.0,325,140,48,84
145.0,329,135,48,82
146.0,327,132,51,93
147.0,325,130,55,105
148.0,327,127,54,115
149.0,321,122,60,127
150.0,324,127,60,115
151.0,326,126,58,117
152.0,325,128,62,119
153.0,325,126,61,116
154.0,324,128,61,117
155.0,329,128,54,110
156.0,331,129,54,111
157.0,330,126,55,110
158.0,333,124,52,119
159.0,332,122,53,118
160.0,333,124,52,117
161.0,334,126,51,110
162.0,333,122,54,112
163.0,331,130,52,109
164.0,332,126,54,109
165.0,334,128,51,113
166.0,336,130,47,111
167.0,337,133,44,103
168.0,338,135,43,95
169.0,337,137,47,100
170.0,337,141,47,99
171.0,339,135,44,93
172.0,339,138,45,88
173.0,337,142,46,82
174.0,340,144,44,72
175.0,339,147,45,68
176.0,341,150,43,61
177.0,341,150,44,62
178.0,342,150,41,66
179.0,341,144,43,73
180.0,341,143,46,87
181.0,342,143,48,103
182.0,341,142,45,98
183.0,341,139,46,105
184.0,341,141,43,96
185.0,341,136,44,107
186.0,345,137,40,104
187.0,342,139,44,95
188.0,344,143,40,90
189.0,344,140,37,92
190.0,346,142,37,93
191.0,345,142,36,101
192.0,346,138,38,96
193.0,347,138,38,93
194.0,344,143,42,99
195.0,344,141,44,96
196.0,345,139,46,97
197.0,344,145,46,93
198.0,345,144,45,92
199.0,346,141,46,99
200.0,347,141,44,93
201.0,346,142,45,100
202.0,347,139,46,96
203.0,351,144,43,91
204.0,350,141,42,97
205.0,351,140,44,103
206.0,350,145,45,97
207.0,348,141,49,100
208.0,349,143,49,98
209.0,350,144,48,89
210.0,353,150,45,94
211.0,352,151,48,90
212.0,352,149,46,96
213.0,353,151,47,93
214.0,352,150,46,93
215.0,352,151,46,94
216.0,353,155,47,89
217.0,352,153,48,90
218.0,351,152,50,95
219.0,352,156,47,94
220.0,350,156,51,94
221.0,349,165,50,87
222.0,350,160,53,89
223.0,350,165,52,84
224.0,350,166,50,82
225.0,349,172,51,81
226.0,349,170,55,82
227.0,351,170,52,83
228.0,350,172,53,78
229.0,350,172,50,78
230.0,349,175,52,71
231.0,350,175,54,71
232.0,348,179,54,71
233.0,344,181,60,72
234.0,344,176,61,78
235.0,346,178,61,80
236.0,343,179,62,78
237.0,346,182,62,71
238.0,344,182,62,72
239.0,346,179,60,71
240.0,344,176,65,74
241.0,342,177,60,79
242.0,341,176,67,83
243.0,340,175,65,86
244.0,341,175,62,91
245.0,342,171,63,99
246.0,337,170,69,105
247.0,336,164,72,116
248.0,336,161,76,126
249.0,336,160,79,135
250.0,331,151,85,149
251.0,324,153,94,162
252.0,322,143,102,173
253.0,312,145,116,195
254.0,298,138,132,209
255.0,289,130,150,220
256.0,279,131,164,216
257.0,268,135,172,217
258.0,243,127,204,228
259.0,222,107,185,233
260.0,217,96,187,231
261.0,218,97,178,237
262.0,208,87,177,242
263.0,221,92,173,243
264.0,211,85,170,254
265.0,196,54,138,297
266.0,192,56,138,304
267.0,193,72,140,288
268.0,194,44,140,312
269.0,190,58,138,302
270.0,187,64,141,296
271.0,193,60,140,300
272.0,192,56,137,304
273.0,188,54,140,306
274.0,194,56,134,304
275.0,192,46,137,314
276.0,192,54,136,306
277.0,196,64,140,296
278.0,191,62,138,298
279.0,191,44,130,313
280.0,191,50,132,310
281.0,193,54,132,306
282.0,194,58,132,302
283.0,194,54,132,306
284.0,193,50,130,310
285.0,194,58,131,302
286.0,195,62,133,298
287.0,194,62,139,298
288.0,190,66,140,294
289.0,189,52,139,308
290.0,196,60,135,300
291.0,190,48,131,312
292.0,193,52,129,308
293.0,188,46,135,314
294.0,192,56,142,304
295.0,192,66,142,294
296.0,194,84,143,276
297.0,194,54,137,305
298.0,194,66,139,294
299.0,193,62,139,298
300.0,193,48,132,312
301.0,193,68,138,292
302.0,193,72,136,288
303.0,193,70,137,290
304.0,192,45,132,313
305.0,193,48,129,312
306.0,194,56,133,304
307.0,196,52,132,308
308.0,193,60,135,300
309.0,193,52,136,308
310.0,189,60,139,300
311.0,186,42,140,318
312.0,187,58,144,302
313.0,193,62,143,298
314.0,193,56,139,304
315.0,186,60,144,300
316.0,192,52,140,308
317.0,194,58,134,302
318.0,194,52,132,308
319.0,192,66,135,294
320.0,190,56,135,304
321.0,186,50,142,310
322.0,193,58,140,302
323.0,192,70,143,290
324.0,188,45,138,311
325.0,189,54,139,306
326.0,190,66,140,294
327.0,193,70,144,290
328.0,194,68,142,292
329.0,193,72,142,288
330.0,194,52,136,308
331.0,191,62,137,298
332.0,193,62,136,298
333.0,193,62,137,298
334.0,191,68,143,292
335.0,194,64,141,296
336.0,195,60,138,300
337.0,194,72,143,288
338.0,194,66,140,294
339.0,192,56,141,304
340.0,191,52,134,308
341.0,193,58,134,302
342.0,193,60,136,300
343.0,189,52,139,308
344.0,194,66,135,294
345.0,195,50,127,310
346.0,185,44,137,316
347.0,191,56,138,304
348.0,191,54,137,306
349.0,189,44,139,316
350.0,192,60,139,300
351.0,192,58,135,302
352.0,188,52,138,308
353.0,191,60,139,300
354.0,191,66,142,294
355.0,190,74,146,286
356.0,195,60,139,300
357.0,191,70,142,290
358.0,194,56,142,304
359.0,191,70,142,290
360.0,191,60,138,300
361.0,192,62,136,298
362.0,191,56,138,304
363.0,187,56,141,304
364.0,193,52,137,308
365.0,195,60,135,300
366.0,193,64,134,296
367.0,191,60,136,300
368.0,191,62,139,298
369.0,192,68,141,292
370.0,192,64,141,296
371.0,189,58,140,302
372.0,191,41,137,316
373.0,192,56,138,304
374.0,192,66,142,294
375.0,190,70,146,290
376.0,188,54,141,306
377.0,192,62,138,298
378.0,188,60,140,300
379.0,185,54,141,306
380.0,194,68,141,292
381.0,193,68,139,292
382.0,192,76,138,284
383.0,194,54,139,306
384.0,189,70,150,290
385.0,188,62,155,298
386.0,186,68,170,292
387.0,205,65,198,289
388.0,200,72,209,284
389.0,210,77,210,275
390.0,198,73,215,284
391.0,195,67,210,292
392.0,196,70,215,290
393.0,202,67,217,276
394.0,206,72,205,271
395.0,197,71,214,285
396.0,201,72,215,280
397.0,200,71,215,287
398.0,200,74,208,281
399.0,200,66,209,289
400.0,198,74,214,284
401.0,202,68,213,278
402.0,201,76,206,278
403.0,199,71,203,284
404.0,204,65,197,280
405.0,194,68,201,292
406.0,203,72,205,280
407.0,193,62,199,296
408.0,201,61,203,293
409.0,198,69,202,290
410.0,196,70,200,287
411.0,207,74,208,276
412.0,200,72,198,285
413.0,202,71,197,280
414.0,201,72,197,282
415.0,202,70,192,279
416.0,204,73,188,275
417.0,203,74,190,278
418.0,202,72,195,288
419.0,204,74,195,286
420.0,200,67,195,289
421.0,199,66,190,291
422.0,201,64,186,290
423.0,199,68,189,289
424.0,207,67,185,285
425.0,207,67,181,275
426.0,210,69,175,269
427.0,216,73,173,260
428.0,218,73,170,264
429.0,214,67,165,261
430.0,207,71,166,279
431.0,199,63,168,289
432.0,205,72,175,285
433.0,205,71,177,287
434.0,207,71,177,278
435.0,208,67,166,276
436.0,209,66,161,274
437.0,206,63,158,278
438.0,204,61,164,291
439.0,210,64,159,273
440.0,201,64,163,291
441.0,202,68,162,291
442.0,201,64,164,293
443.0,202,67,166,291
444.0,205,66,163,282
445.0,207,71,160,280
446.0,209,69,157,273
447.0,210,71,149,273
448.0,212,72,146,272
449.0,214,73,143,263
450.0,213,67,136,260
451.0,219,75,132,249
452.0,217,73,129,241
453.0,217,71,124,236
454.0,214,72,122,222
455.0,220,74,112,220
456.0,225,84,107,202
457.0,229,87,97,180
458.0,231,87,94,183
459.0,238,94,87,173
460.0,241,96,79,159
461.0,240,93,78,163
462.0,240,92,75,157
463.0,243,99,75,159
464.0,238,90,76,167
465.0,241,95,74,162
466.0,239,90,72,163
467.0,236,91,76,167
468.0,238,93,74,158
469.0,237,92,74,165
470.0,234,88,73,167
471.0,230,84,77,179
472.0,232,89,77,172
473.0,229,87,77,169
474.0,230,87,74,179
475.0,228,86,74,174
476.0,231,89,74,173
477.0,230,87,75,171
478.0,228,87,72,172
