381,60,111,296
379,62,110,294
375,64,110,292
370,66,109,291
364,67,109,289
359,69,109,287
354,71,109,286
352,73,109,283
351,75,108,281
350,78,108,278
350,80,108,276
349,82,108,274
348,83,108,272
345,85,108,271
345,86,109,270
344,87,109,269
343,88,108,266
340,87,109,268
336,86,110,269
333,86,109,267
329,87,107,262
325,88,105,259
321,89,103,253
319,90,102,251
317,90,100,249
315,91,99,247
315,91,98,247
313,91,97,247
313,92,96,246
312,93,95,245
312,94,94,243
311,95,93,242
310,96,92,242
309,97,91,240
309,98,89,239
309,99,88,238
309,100,87,236
309,102,85,234
309,105,84,230
309,106,82,227
309,107,80,225
310,108,79,222
309,108,77,220
310,108,76,216
310,109,74,214
310,109,73,211
310,110,71,204
310,110,70,201
310,110,68,195
309,109,67,192
308,110,67,191
307,110,68,191
306,110,68,190
305,111,68,190
304,112,68,190
304,112,68,189
303,113,69,189
303,113,69,188
303,114,68,187
303,114,68,187
302,115,68,186
302,116,67,184
302,117,67,182
303,118,66,181
303,118,65,179
303,118,64,176
303,119,63,174
303,119,62,173
303,119,62,171
303,119,61,169
303,119,60,168
304,118,60,165
304,118,59,163
305,118,58,160
305,118,58,159
304,118,58,158
304,118,58,157
304,118,58,157
304,119,57,156
304,119,57,156
304,120,57,156
304,120,57,155
304,121,57,156
304,121,57,155
305,122,56,154
305,123,55,153
306,124,55,152
306,125,54,151
307,125,54,150
307,126,53,149
308,126,53,148
309,126,52,146
310,127,51,145
311,126,51,145
312,126,50,144
312,126,50,143
312,126,50,142
313,126,49,139
313,126,48,136
314,126,48,135
314,126,48,133
314,127,49,133
314,127,49,133
314,127,49,133
314,127,50,133
315,127,50,133
315,128,50,132
315,128,50,132
316,128,50,132
316,128,50,132
317,128,50,131
318,129,49,131
318,130,49,130
318,130,48,130
319,131,48,129
319,131,48,129
319,131,48,129
320,132,47,128
320,132,47,127
320,132,46,126
320,132,46,126
321,132,46,125
321,132,46,124
321,132,46,123
322,132,46,123
322,132,45,121
322,132,45,120
322,132,45,118
322,132,45,117
323,132,45,116
323,132,45,116
323,132,45,116
324,132,45,115
325,132,45,115
325,133,45,115
326,133,45,114
326,133,45,115
326,133,45,115
327,133,44,115
327,133,44,114
327,134,43,114
328,134,43,113
329,135,43,114
329,135,43,114
330,135,43,114
331,135,42,114
332,135,42,113
333,135,42,113
334,135,41,112
334,135,41,111
334,133,41,112
335,133,41,112
335,133,41,111
336,135,40,106
336,135,39,105
337,135,39,104
337,136,40,103
337,136,40,103
337,136,40,103
337,136,41,104
337,136,41,104
338,136,41,103
338,136,41,102
338,137,40,102
339,137,40,102
339,138,40,102
339,139,40,101
339,139,40,101
340,139,39,101
340,140,39,100
340,140,39,100
341,141,38,99
341,141,38,99
342,142,37,97
342,143,36,96
343,143,36,95
343,143,35,94
344,144,34,91
344,145,34,90
345,145,33,89
346,145,33,88
346,146,32,87
347,146,32,86
347,146,32,85
347,146,31,85
347,146,31,84
347,146,31,85
347,146,31,84
348,146,32,84
348,147,32,85
349,147,33,85
349,147,34,85
349,147,34,85
349,148,35,84
350,149,35,83
350,150,35,82
351,151,36,81
351,153,35,79
351,152,36,81
350,153,36,79
352,155,35,77
352,157,35,75
353,160,34,72
354,160,35,72
354,161,35,71
355,162,35,69
355,163,35,68
355,162,36,69
356,165,36,66
356,166,36,65
357,167,37,64
357,169,37,62
358,170,37,61
358,172,37,59
358,172,38,58
358,173,38,57
357,174,39,57
358,175,39,56
359,176,39,54
359,177,40,53
359,178,40,52
360,179,41,51
360,180,42,51
361,181,42,50
361,182,43,49
361,182,45,50
361,183,45,49
361,183,46,49
361,183,47,49
360,183,48,49
360,183,49,49
360,183,50,49
359,183,51,49
359,183,51,49
359,183,52,49
358,183,52,49
358,183,52,49
358,183,53,49
357,183,53,49
357,183,53,49
356,183,53,49
355,183,53,49
355,183,53,49
355,183,53,49
354,183,53,49
354,183,53,49
354,182,53,50
355,182,53,50
355,182,52,50
355,182,52,50
355,183,52,49
355,183,52,49
355,183,52,49
355,183,52,49
355,183,52,49
355,183,52,49
356,183,52,49
356,183,52,49
356,183,52,49
357,183,53,49
357,183,53,50
357,183,53,50
357,183,54,50
357,183,54,50
357,183,54,50
357,183,54,50
356,183,55,50
357,183,55,50
357,183,55,50
357,183,55,50
357,183,55,49
357,183,55,49
357,183,55,49
357,183,54,49
357,183,55,49
356,183,55,49
356,183,55,49
355,183,54,49
355,183,54,49
355,183,54,49
355,183,54,49
356,183,53,50
356,183,53,50
356,183,53,50
356,183,53,50
356,183,53,50
356,183,53,50
356,183,53,50
356,183,52,50
356,183,52,50
356,183,52,50
355,183,52,50
355,183,52,50
355,183,52,50
