2.0,390,112,59,155
3.0,388,111,61,156
4.0,387,101,57,164
5.0,384,103,61,164
6.0,381,105,64,167
7.0,381,111,65,165
8.0,379,113,67,162
9.0,376,109,66,156
10.0,373,114,70,158
11.0,372,112,69,161
12.0,368,111,74,164
13.0,365,113,77,162
14.0,362,112,79,153
15.0,358,125,81,144
16.0,355,126,83,136
17.0,347,129,90,133
18.0,349,125,85,135
19.0,346,124,87,131
20.0,346,125,89,132
21.0,340,126,90,127
22.0,336,120,91,130
23.0,333,124,91,125
24.0,331,121,95,124
25.0,335,122,88,125
26.0,332,121,88,120
27.0,328,115,90,124
28.0,326,117,93,120
29.0,321,117,96,126
30.0,321,115,92,129
31.0,316,115,94,127
32.0,320,115,91,128
33.0,318,116,91,127
34.0,318,114,85,131
35.0,318,116,83,129
36.0,318,115,84,131
37.0,319,118,81,126
38.0,319,119,79,127
39.0,317,116,81,128
40.0,315,126,81,117
41.0,315,125,78,115
42.0,314,124,79,115
43.0,314,121,75,119
44.0,313,120,81,119
45.0,310,119,80,123
46.0,310,115,78,125
47.0,308,112,80,139
48.0,310,114,79,141
49.0,313,119,75,132
50.0,306,114,79,130
51.0,304,116,79,126
52.0,301,122,78,121
53.0,305,120,77,116
54.0,303,120,73,117
55.0,302,116,78,112
56.0,294,120,84,110
57.0,300,117,82,116
58.0,301,119,81,108
59.0,299,115,82,108
60.0,298,119,80,105
61.0,298,120,75,110
62.0,299,121,77,107
63.0,300,123,75,112
64.0,301,123,71,115
65.0,298,125,72,109
66.0,299,122,72,115
67.0,297,117,75,122
68.0,300,121,70,119
69.0,301,127,65,114
70.0,298,127,67,112
71.0,299,128,62,106
72.0,298,121,62,108
73.0,301,130,59,103
74.0,305,128,59,91
75.0,303,133,57,91
76.0,303,130,57,89
77.0,304,129,57,98
78.0,303,131,54,96
79.0,303,133,54,91
80.0,308,133,50,84
81.0,309,138,47,83
82.0,311,137,48,76
83.0,310,137,51,78
84.0,310,138,49,74
85.0,308,141,50,77
86.0,308,136,48,72
87.0,307,136,50,76
88.0,310,138,46,80
89.0,311,140,44,77
90.0,310,140,46,78
91.0,310,138,46,81
92.0,311,135,47,87
93.0,312,131,49,88
94.0,318,129,47,86
95.0,312,129,48,88
96.0,313,130,51,83
97.0,314,128,49,95
98.0,311,125,53,100
99.0,309,130,53,99
100.0,309,125,56,106
101.0,308,128,58,102
102.0,312,126,57,104
103.0,308,120,61,117
104.0,311,125,59,102
105.0,312,128,59,103
106.0,310,128,58,101
107.0,311,130,60,100
108.0,311,132,60,94
109.0,311,125,61,98
110.0,313,129,59,108
111.0,313,129,57,102
112.0,310,132,59,101
113.0,311,126,60,105
114.0,315,131,56,110
115.0,317,128,53,113
116.0,315,128,56,108
117.0,314,128,58,95
118.0,316,130,54,99
119.0,316,134,54,87
120.0,320,141,48,79
121.0,320,136,53,85
122.0,320,141,49,72
123.0,322,147,45,65
124.0,316,142,54,72
125.0,322,149,46,69
126.0,324,143,43,66
127.0,324,137,44,73
128.0,324,143,42,73
129.0,323,143,45,68
130.0,324,142,42,70
131.0,325,141,40,70
132.0,326,144,39,65
133.0,326,147,41,60
134.0,326,146,39,61
135.0,324,142,44,59
136.0,325,145,43,61
137.0,327,137,41,69
138.0,327,144,39,67
139.0,325,132,52,87
140.0,326,139,43,74
141.0,330,129,45,99
142.0,328,136,39,85
143.0,330,127,43,105
144.0,329,141,43,80
145.0,331,136,44,80
146.0,330,134,44,89
147.0,331,133,43,96
148.0,332,129,45,106
149.0,327,127,48,115
150.0,331,130,48,103
151.0,331,128,48,107
152.0,333,130,48,109
153.0,331,129,49,105
154.0,330,130,49,107
155.0,336,130,43,100
156.0,336,131,44,103
157.0,335,129,45,99
158.0,337,126,44,107
159.0,336,124,44,109
160.0,338,125,43,106
161.0,339,130,41,95
162.0,339,129,41,84
163.0,338,140,39,70
164.0,337,135,43,73
165.0,338,134,42,80
166.0,340,136,38,87
167.0,341,138,36,83
168.0,341,139,37,79
169.0,339,142,40,79
170.0,341,144,38,87
171.0,343,140,37,77
172.0,341,144,39,72
173.0,339,146,40,68
174.0,343,148,38,62
175.0,340,151,40,60
176.0,342,151,38,57
177.0,344,152,39,59
178.0,344,151,36,62
179.0,344,146,37,66
180.0,344,145,36,81
181.0,348,145,35,93
182.0,347,146,32,84
183.0,347,141,32,93
184.0,347,146,31,81
185.0,347,138,32,96
186.0,351,141,28,90
187.0,347,144,33,81
188.0,350,146,29,80
189.0,348,144,29,81
190.0,349,143,30,86
191.0,348,144,30,94
192.0,348,141,32,89
193.0,349,141,32,85
194.0,347,144,36,93
195.0,346,143,38,88
196.0,348,142,38,89
197.0,348,149,37,81
198.0,349,146,37,84
199.0,349,142,39,94
200.0,350,143,37,86
201.0,349,145,38,91
202.0,352,143,37,84
203.0,353,146,36,82
204.0,353,142,35,90
205.0,353,143,38,95
206.0,352,147,39,89
207.0,351,144,41,90
208.0,352,147,42,87
209.0,353,147,43,80
210.0,355,152,40,86
211.0,354,154,44,81
212.0,354,152,42,87
213.0,355,154,43,83
214.0,355,153,41,80
215.0,354,156,42,83
216.0,356,158,41,78
217.0,355,161,42,71
218.0,354,163,44,70
219.0,356,168,39,66
220.0,353,170,45,63
221.0,354,174,42,62
222.0,353,171,46,63
223.0,354,174,44,61
224.0,355,173,40,62
225.0,355,179,39,59
226.0,354,179,44,58
227.0,355,183,42,52
228.0,354,183,43,53
229.0,357,182,37,55
230.0,354,183,40,50
231.0,355,182,43,53
232.0,354,187,42,49
233.0,354,197,40,35
234.0,358,193,34,41
235.0,361,193,33,42
236.0,356,192,36,44
237.0,355,195,43,36
238.0,355,197,43,34
239.0,360,192,33,38
240.0,360,191,35,40
241.0,355,192,36,43
242.0,359,192,34,42
243.0,356,192,35,42
244.0,356,191,36,47
245.0,356,190,37,48
246.0,354,190,39,47
247.0,353,191,41,47
248.0,351,191,48,44
249.0,354,195,44,38
250.0,354,193,41,43
251.0,353,195,43,41
252.0,351,194,46,40
253.0,360,199,30,32
254.0,357,197,31,34
255.0,357,195,35,34
256.0,355,198,40,32
257.0,353,196,44,37
258.0,357,195,39,37
259.0,357,199,34,32
260.0,357,187,37,47
261.0,354,190,42,46
262.0,358,197,36,34
263.0,360,200,31,31
264.0,359,199,31,30
265.0,359,196,33,36
266.0,358,194,32,41
267.0,359,194,33,41
268.0,357,191,34,44
269.0,358,194,31,38
270.0,357,193,32,41
271.0,356,194,34,42
272.0,358,193,32,41
273.0,360,193,31,41
274.0,358,193,33,42
275.0,360,192,31,44
276.0,357,190,32,42
277.0,358,194,32,39
278.0,356,192,37,43
279.0,358,197,35,33
280.0,359,196,31,35
281.0,355,195,37,39
282.0,359,198,31,34
283.0,359,194,32,41
284.0,359,192,34,41
285.0,357,194,35,40
286.0,357,196,34,41
287.0,357,193,35,42
288.0,356,193,38,45
289.0,356,196,39,36
290.0,354,196,44,42
291.0,353,194,45,43
292.0,355,199,41,35
293.0,356,200,39,33
294.0,353,194,42,39
295.0,356,193,39,42
296.0,355,188,41,50
297.0,354,192,45,43
298.0,358,196,34,34
299.0,356,183,39,50
300.0,356,183,38,53
301.0,356,181,39,55
302.0,354,184,40,50
303.0,354,184,41,50
304.0,355,182,40,53
305.0,355,182,39,53
306.0,356,177,41,56
307.0,353,178,42,57
308.0,354,176,42,60
309.0,353,177,44,59
310.0,355,171,42,65
311.0,357,168,42,66
312.0,355,170,43,66
313.0,357,172,41,63
314.0,354,167,44,66
315.0,356,171,43,64
316.0,356,167,42,68
317.0,357,161,39,74
318.0,358,161,39,75
319.0,357,162,37,76
320.0,358,160,37,74
321.0,358,158,39,75
322.0,357,150,40,80
323.0,358,151,39,81
324.0,357,154,38,83
325.0,359,144,36,95
326.0,361,151,30,77
327.0,362,147,31,83
328.0,359,144,33,92
329.0,359,145,34,91
330.0,360,141,37,93
331.0,360,138,32,90
332.0,360,140,30,85
333.0,361,147,29,75
334.0,362,147,28,67
335.0,362,149,28,58
336.0,363,142,29,63
337.0,362,145,27,67
338.0,363,145,27,61
339.0,362,143,26,60
340.0,362,143,28,71
341.0,362,140,28,77
342.0,362,142,26,67
343.0,363,143,26,61
344.0,361,145,26,55
345.0,362,144,26,55
346.0,364,144,26,60
347.0,361,144,28,54
348.0,362,147,29,55
349.0,362,143,29,60
350.0,361,142,31,60
351.0,360,146,31,57
352.0,360,144,33,61
353.0,359,144,36,59
354.0,357,142,37,62
355.0,357,143,38,56
356.0,357,144,37,57
357.0,356,143,40,58
358.0,355,146,40,55
359.0,355,143,41,60
360.0,355,146,40,55
361.0,356,144,38,63
362.0,355,145,37,59
363.0,354,144,36,59
364.0,354,145,39,61
365.0,355,140,35,70
366.0,355,141,34,66
367.0,352,139,37,68
368.0,351,134,36,80
369.0,353,133,33,81
370.0,352,140,35,67
371.0,351,134,34,75
372.0,351,128,35,80
373.0,347,138,35,81
374.0,349,131,32,80
375.0,347,140,33,69
376.0,348,140,30,65
377.0,346,137,33,68
378.0,346,141,31,62
379.0,345,142,33,63
380.0,346,141,31,62
381.0,343,128,35,82
382.0,344,140,33,80
383.0,343,137,33,77
384.0,340,141,36,69
385.0,340,140,37,66
386.0,339,138,37,75
387.0,337,137,40,70
388.0,338,138,38,83
389.0,340,138,35,77
390.0,336,132,39,84
391.0,331,138,44,76
392.0,332,131,42,78
393.0,334,137,40,62
394.0,338,146,36,49
395.0,336,145,37,53
396.0,332,145,43,51
397.0,332,145,40,55
398.0,328,146,46,56
399.0,324,141,52,59
400.0,324,141,48,62
401.0,323,140,49,64
402.0,324,141,48,72
403.0,323,141,49,77
404.0,324,140,45,68
405.0,322,134,53,79
406.0,324,137,41,71
407.0,323,132,39,72
408.0,321,135,41,68
409.0,317,141,43,72
410.0,319,135,42,88
411.0,322,140,35,69
412.0,318,140,39,68
413.0,321,141,30,66
414.0,319,140,32,72
415.0,318,140,32,74
416.0,318,137,33,80
417.0,318,135,30,86
418.0,318,134,31,86
419.0,316,132,30,88
420.0,317,135,30,82
421.0,313,134,32,88
422.0,313,132,33,92
423.0,312,131,32,79
424.0,310,139,32,69
425.0,313,141,28,63
426.0,312,143,31,56
427.0,313,144,26,56
428.0,313,144,28,54
429.0,312,145,28,52
430.0,309,145,33,67
431.0,306,138,34,79
432.0,304,140,36,87
433.0,301,129,39,98
434.0,305,138,34,83
435.0,299,131,38,88
436.0,296,124,39,98
437.0,298,133,40,94
438.0,294,121,40,93
439.0,297,130,35,80
440.0,288,123,45,85
441.0,285,132,51,89
442.0,283,121,53,98
443.0,286,134,52,85
444.0,283,137,51,75
445.0,283,137,49,70
446.0,282,135,51,78
447.0,279,136,50,75
448.0,278,139,51,70
449.0,278,142,50,60
450.0,276,139,48,64
451.0,278,147,48,53
452.0,281,149,45,51
453.0,278,146,47,54
454.0,278,144,47,56
455.0,269,139,58,67
456.0,271,147,51,60
457.0,273,146,46,59
458.0,272,143,49,63
459.0,274,145,42,62
460.0,273,148,42,57
461.0,268,144,46,56
462.0,268,144,47,58
463.0,269,148,45,57
464.0,267,142,45,63
465.0,267,142,42,66
466.0,267,141,43,69
467.0,262,141,49,67
468.0,262,139,46,68
469.0,261,135,47,78
470.0,259,134,46,80
471.0,255,131,50,95
472.0,255,125,49,105
473.0,248,112,53,117
474.0,250,109,48,138
475.0,247,97,49,144
476.0,247,100,50,144
477.0,243,102,54,138
478.0,242,95,50,145
